clean_text,stars,sentiment,word_count,char_count,sent_count,avg_word_len,vader_compound,vader_pos,vader_neg,vader_neu,exclamation_count,question_count,exclamation_density,caps_ratio,unique_word_ratio,review_len_extreme
maybe the big portion of food really scares me! it is too oily for me and four ppl only finished a quarter of the whole portion.,3,Neutral,26,128,2,3.9615384615384617,-0.4561,0.0,0.111,0.889,1,0,0.037037037037037035,0.007751937984496124,0.8888888888888888,0
"totally love this place, have been coming here for years as i live right down the block. i think dr. patel realizes the importance of taking a thorough approach to one's smile. not just for the visual effect, but for overall good health. i'd been staving off gum disease, but since coming here, i haven't really had a problem. i just needed a bit more attention to get my gums to the next level!",5,Positive,74,395,5,4.351351351351352,0.8918,0.177,0.025,0.797,1,0,0.013333333333333334,0.022727272727272728,0.7733333333333333,0
"the body shop is one of the best tattoo shops in all of pittsburgh and the surrounding area! everyone that works at the body shop is great! matt, chris, and ron. they all go above and beyond to make you feel comfortable. this is not like some of the tattoo shops in the area, where you walk in and they make you feel like they are doing you a favor to permanently modify your skin...at the body shop they respect you as a client and will treat you the same regardless if you are getting your first tattoo or your 100th. i am working on a large back tattoo with matt and it is so gorgeous! i am not even entirely complete and so many people compliment the art! so if you want a gorgeous tattoo, done in a comfortable environment by awesome artists...check out the body shop in lawrenceville!",5,Positive,150,790,8,4.273333333333333,0.9916,0.248,0.024,0.729,5,0,0.033112582781456956,0.027672955974842768,0.5827814569536424,0
walked in on saturday night. restaurant half empty but was turned away cuz no reservation along with 2 other parties! promptly booked reservations on opentable and got seated. food good but service and general operations will doom this place to a short life,2,Negative,43,257,4,5.0,0.2363,0.144,0.156,0.7,1,0,0.022727272727272728,0.015267175572519083,0.9090909090909091,0
the worst 5 star rated restaurant i have ever been to. the sushi is not fresh at all...i just dont get how people rated this place as 5 stars...,2,Negative,29,144,2,4.0,-0.7237,0.0,0.202,0.798,0,0,0.0,0.027586206896551724,0.8666666666666667,0
"the problem with sport books is that they mostly need to cater to the horse race gamblers, so when it comes to sports, they don't have the room to accommodate those gamblers especially during march madness. having said that, this is one of the better ones. many screens are available.",3,Neutral,50,284,3,4.7,-0.4522,0.052,0.105,0.843,0,0,0.0,0.0313588850174216,0.8235294117647058,0
"my husband and i had a groupon for bice so we trekked the 30 minutes from downtown phoenix into westgate. the restaurant looks upscale but in westgate its a weird area.... you never know what you are gonna see there. most of the restaurants are chains and all grouped together around a fountain. i have never been there on a concert day , only on a hockey day. we went to bice on a friday night. its right next door to some trashy chain bar so when you walk in you are not sure if the patrons outside or for the restaurant or gross bar. nn our groupon said reservations were required, so we tried to make one online and it was a challenge, so we phoned it in. when we got there, the restaurant was pretty empty. people outside were wearing shorts and tshirts, we were definitely over dressed that happens to me alot in phoenix, but not in scottsdale. we walked in and were seated behind a giant beam, which i was actually thrilled with, as my husband was forced to talk to me and not get involved in the baseball game that was playing at the bar. for that, i mentioned i should have tipped the hostess. sorry girl! but over all, our table had some crumbs, my seat had crumbs, and all the tables are glass and looked looked mildly dusty and crumby from bread or whatever.nnour server was on it, and was great. he brought me two wines to sample and could tell by smell which one i chose, as my husband and i sampled both. but we asked him to clean our table, he brought windex and sprayed everywhere while we hurried to move our glasses and bread plates out of the way.nwe ordered a spinach salad with goat cheese and beets. one of my favorites. it was all right, the beets were a little flavorless, which is unusual. my husband ordered lasagna with meat sauce, i ordered the marsala with mashed potatoes and green beans. the beans were perfectly cooked, although not seasoned at all. the mashed potatoes were light and served with a scooper so they looked perfect. the texture was very light, usually an indication of idaho potatoes, i am more of a red potato fan.... personal preference. they also were mildly seasoned except for the salt, what you could tell is that they were heavily salted. the marsala was good, although i thought a little salty. the mushrooms were perfect and the chicken medallions were tender. so a b for my meal. my husbands lasagna was good, although again, salty. i feel that a tomato sauce with beef could taste more like a tomato and less like salted beef in a sauce. the noodle was light, butter and there was tons of noodle. he mentioned he would have liked a little more stuffing as in cheese and veggie.... again a b. nover all service was great ... but the tables were kinda dirty, for the drive and price i probably wouldn't go again. if we are out there for some reason, i could eat there again and give it another chance. nalthough in westgate itself, for a weekend night, lots of teens walking around in skimpy outfits and grown men leering at them. i am not a fan of westgate over all and this kind of crowd turns me off.",3,Neutral,570,3060,33,4.370175438596491,0.9953,0.12,0.037,0.843,1,0,0.0017513134851138354,0.016046213093709884,0.5166374781085814,1
"the single star is for the awesome interior and atmosphere. and that's where the star-ness ends.nn- we were told we'd have a 15-20 minute wait, which was fine... until half an hour went by and we went from buzzed, happy-but-hungry to straight up sober and hangry. when finally seated, we were brought to a very private table at the top of the stairs near the back which we initially thought was awesome, except we later suspected they put us there just to forget about us.nn- after receiving our waters, my husband and i added mio flavoring to ours. our waitress immediately got snotty with us and demanded to know who had gotten us a drink so that she could add it to our tab. wtf.nn- only one page for the entire dinner menu, including salads and appetizers? pathetic.nn- my husband ordered the lamb stew, and for nearly 20, boy was it lackluster. considering how mediocre and mushy it was, they could at least have served him more than one ladle-full.nn- while at dinner for over an hour, our waters were never refilled. not even once.nn- between the six of us multiple salads, stew, fried sausages, and onion rings were ordered. the only things worth ordering were the appetizers which were delicious. no joke. no one even finished their boring, overpriced salads.nn- a bus boy brought us a basket of starter bread when we were almost done with our meal. thanks, i guess.nnneedless to say, we were especially miffed that we were forced to tip a rude waitress who basically showed up to our table only to take our orders and then give us our bill. please keep in mind that we received this awful service on a weekday evening in the slow month of february.nni've worked in the service industry for years, and i understand the trials and hard work that go into customer service. however, the staff at nine fine irishmen is in some dire need of lessons in customer service. have already been warning several of my vegas-bound friends away from nyny and all of the food establishments there!",1,Negative,351,1990,16,4.672364672364672,0.5255,0.08,0.076,0.844,1,1,0.002840909090909091,0.02631578947368421,0.6306818181818182,1
"service was great, always there to fill up an empty glass and checked on us several times. the patio area has a nice ambiance even during the day. awesome blue corn enchiladas! margaritas were yummy the green salsa is amazing! i usually go for red, but this time the new mexico flare caught my attention!nwe used the check-in offer for the free chips and salsa without any issues. the servers were patient with us...we were so busy chatting away, that we took forever to finally order. i didn't notice any smell that other reviewers mentioned. i also felt that it was a nice change from the high end chains you usually find these days. chill place with good food and decent pricing! my jalapeno margarita was only 4.50 - a special of the day!",4,Positive,134,742,10,4.544776119402985,0.9797,0.193,0.01,0.797,5,0,0.037037037037037035,0.01859229747675963,0.7851851851851852,0
"my out of town buddy wanted italian somewhere he hadn't been before. he's a frequent visitor to vegas so he has been to most of the good ones on the strip thanks to me! ha!. throw in restaurant week and a lack of last minute tables available at 9pm on a saturday and i was back at rao's for the first time in 6 years. nni wanted to dine in the christmas room again but there was a wait so we just opted for the lower floor area facing the pool. we ordered a plate of antipasto prosciutto di parma, mild sopresata, marinated artichokes, gaeta olives, buffalo mozzarella, tomatoes, grana padano, gorgonzola cheese, dressed arugula to kick things off and that was very good. everything was fresh and that was a nice substitute instead of four people getting individual salads.nnthe osso bucco was literally calling my name right off the page but i figured i could come back for that any other time of the year. i decided to take advantage of the great value of restaurant week and use the couple of bucks saved on drinking more wine. nnthe appetizer was ""mozzarella in carrozza"" which was described as fried fresh mozzarella sandwich served with marinara. in reality it was 2 huge wedges of deep fried breaded mozzarella. so unhealthy yet so delicious. fried cheese has never tasted bad...ever.nnthere were four options for the main course but since everyone else was getting pasta scampi, spaghetti and meatballs, shells i decided on the pork chop and man oh man was that a solid choice. it was a double cut of pork that was pan seared and sauteed with hot and sweet cherry peppers. it was juicy, spicy, well seasoned and i ended up gnawing on the bones at the end like a dog. nni took only one bite of the tiramisu since i was so full and my wife ate the rest of it. nnthere are so, so, so many italian options around these days and better values to be had but i wouldn't mind splurging a little more for this gem a few times a year.",4,Positive,356,1932,16,4.429775280898877,0.9935,0.158,0.034,0.808,2,0,0.0056022408963585435,0.02437785678009142,0.6274509803921569,1
"love the atmosphere, love the staff and the chef who put on an adequate show with his cooking skills in front of the patrons.nnfor appetizers, ordered the seaweed salad which was on par with typical sushi spots.nnordered the 48.95 dollar sushi boat hibachi for our main entree. presentation of the boat was good, except the sushi tasted just a-ok, nothing special compared to other sushi places we have gone to. the sashimi wasn't bad either, but didn't rise to the top. the tuna salmon --- just okay.nnthe biggest upside is the hibachi. having the chef cook in front of you never gets old to me. the hibachi basic add-ons were all very tasty, although we noticed the cook did add a lot of butter when he cooked.nnoverall, you should have a good time here. but if you want better tasting sushi in las vegas, you're better off at oyshi, sushi tower or nobu on the strip.",3,Neutral,156,869,7,4.576923076923077,0.9686,0.151,0.01,0.839,0,0,0.0,0.02367531003382187,0.7070063694267515,0
"i am really disappointed in this place, but they are just around the corner and we keep hoping. hahaha! this time is the last! they just keep getting worse and worse. the selection is pathetic unless you get there immediately after they cook their donuts. which appears to be once a day, some time in the morning. otherwise, they're not fresh. to boot, they insist a bear claw is some kind of apple-filled monstrosity. in addition to the numerous times we have gotten what were supposed to be filled donuts and they had only a dot of filling, the latest is donuts that they can't even bother cooking all the way. they tasted like wet dough because they were wet dough! these people are nice enough but they seem to not give a damn that the quality is terrible! raise your standards, arizona, a little, for crying out loud just because it's a fried carb does not mean you have to give it five stars.",1,Negative,165,898,12,4.448484848484848,-0.7934,0.109,0.14,0.751,4,0,0.024096385542168676,0.049944506104328525,0.6686746987951807,0
"they have a great happy hour and delicious sushi. but i do know that the crab is imitation crab. which means, it's still fish. but not crab. probably explains the great prices. but all in all. great sushi!",4,Positive,38,205,7,4.421052631578948,0.963,0.378,0.0,0.622,1,0,0.02564102564102564,0.038834951456310676,0.8205128205128205,0
"pretty decent food with all organic and local produce. everything i've had has been good though a bit inconsistent after repeated visits- i would recommend the caprese burger, chicken shawarma wrap, sauteed broccoli, and the falafel fries. wait staff has always been friendly and nice. love the cucumber, lemon, and mint infused water they serve, too!",3,Neutral,56,351,4,5.285714285714286,0.9589,0.285,0.0,0.715,1,0,0.017543859649122806,0.019830028328611898,0.8596491228070176,0
"i really like their pho. i order either the jenni pho or the rare steak pho. also get the pot stickers as a side dish. typical meal is 23 dollars for these three items. make sure you ask specifically for the chili oil if you like your pho a little spicy. it is really good. dining in or taking out works well. nice atmosphere to eat in. cafu00e9 style with modern fixtures. small but clean. for take out, they pack everything up really neatly. only downside cash only.",4,Positive,88,468,12,4.329545454545454,0.9039,0.188,0.03,0.781,0,0,0.0,0.03821656050955414,0.8202247191011236,0
"so, you're not a frat dude or sorority-type person, you like music that's considered indie and you're looking to hook up with a guygirl in skinny jeans tighter than yours. get off the strip and head on down to the hidden cool part of town. come on inside the griffin and prepare to be here all night. nntalk about amazing atmosphere! fit pits....dark wood...great bar. pinch yourself and make sure you're still in vegas! this place is a great place to take a breather from the shiny, sparkly part of vegas. nnif i lived here, i'd probably make this my regular hangout. however, at 27 i was pushing the age limit here. at times i felt like an old lady, and i only have one tattoo so that put me in the minority here. but everyone was really friendly and now that i'm back in dallas i miss it. boo hoo hoo. nndo yourself a favor and check this place out. the best part is, if you're lucky enough to find a drunk hottie all the old school wedding chapels are practically next door. good luck!",5,Positive,186,989,15,4.32258064516129,0.9872,0.195,0.024,0.78,3,0,0.016042780748663103,0.02708124373119358,0.732620320855615,0
"deplorable...horrible service. sucked, big time for me to even consider taking time out of my schedule to write this review. i never write reviews!nntried to call in an order and was literally placed on hold for over 15 minutes. i purposely waited patiently thinking, ""ok, they must be busy. someone will pick up and courteously ask me to remain on hold for a bit longer."" no, didn't happen. not even once. nni hung up and called right back, and before i could greet her again i was getting ready to be automatically placed on hold again until i yelled out, ""wait! i've already been on hold for 15 minutes. can you please just take my order real quick. i know what i want. it's simple."" angela said she was the only one there with a line out the door. well, if she had taken my order over the phone within the first 5 minutes of holding, or told me that they couldn't take phone orders at that time, i could have driven over had my food within the same time frame that i was placed on hold. she wanted to place me on hold for another 15 minutes until she got her line taken care of. wth!nnthey need to have more cashiers during rush hour or close phone hours during that time. something has to give in the name of customer service. how many orders did they miss by not having someone there to take phone orders only during rush hour, 5pm on a monday? many!nnas far as food...ntried the atomic hot, and those are just ridiculously hot for no reason. no flavor...just way beyond habanero spicy, like they picked every possible super spicy herb said ""just throw it on there"". sauce dropped on my arm and literally whelped my skin. even my finger tips burned from the sauce. o.o no bueno!nntried the chile lime...tastes like they just used taco seasonings with a splash of lime. they were okay, but i was in the mood for chicken wings, not tacos. palette was confused.nni guess the best thing to do is to keep it simple...lemon pepper original hot...plus choose a location that has better customer service. which means, i probably won't be eating wingstop anytime soon because i'm not driving across town to another location. my hubby's homemade lemon pepper hot wings are awesome! we just didn't feel like greasing up the kitchen this evening.",1,Negative,404,2240,27,4.547029702970297,0.982,0.096,0.031,0.873,6,1,0.014814814814814815,0.035682819383259914,0.6074074074074074,1
"nice atmosphere and pleasant service but the restaurant is generally not very full. carry-out is their big business.nthe biggest issue i have is inconsistency in the cooking. for example, the kung pao chicken on one day will be prepared and seasoned totally differently the next time you order it. as a result, sometimes you may not like what you ordered. i get that the same cook can't be there all the time, but there results should be at least somewhat similar. nthe egg rolls are not very good. they have a very thin, crispy layer of dough on the outside and the remainder of the roll is greasy and mushy.",2,Negative,110,609,7,4.545454545454546,-0.1777,0.056,0.054,0.89,0,0,0.0,0.01951219512195122,0.7297297297297297,0
bel emplacement pour ce charmant bistro. parfait pour un bon brunch bien qu' il ne semble jamais avoir assez de tables. menu allu00e9chant et portions gu00e9nu00e9reuses. un du00e9licieux brunch dans une atmosphu00e8re chaleureuse et attentionnu00e9e.,3,Neutral,35,251,4,6.2,0.0,0.0,0.0,1.0,0,0,0.0,0.015503875968992248,0.8611111111111112,0
"decent pizza located inside the aria. i'm not the biggest fan of pizza so it's hard for me to be greatly impressed by it. our group of six got a farmstead pizza, a forager pizza, and an order of chicken wings. wings were decent, although not very memorable. the forager had white sauce, mushrooms, bacon, whipped ricotta, and spinach. the farmstead consisted of proscuitto, creme fraiche, farm egg, and country olives. both pizzas were pretty good and offered some unique, interesting flavor combinations. they were generous with the toppings although there was quite of bit of grease on them. some of the slices had quite the soggy crust. at close to 30 per pizza, it's definitely not on the cheap side either. i'll probably try to find someplace else to eat next time i'm in the aria.",3,Neutral,137,786,11,4.744525547445256,0.9388,0.122,0.024,0.853,0,0,0.0,0.017766497461928935,0.717391304347826,0
"decent food and service, not the best sushi, but not the worst either.",3,Neutral,13,70,1,4.461538461538462,0.5035,0.252,0.124,0.624,0,0,0.0,0.014084507042253521,0.7857142857142857,0
"i walked by this shop the other day and randomly decided to go in, and i am so glad i did. its full of huge rounds of cheese, breads, meats and olives. its the kind of shop you would go to if you had company coming over for dinner. or perhaps you were going to be on come dine with me and only the finest produce would do.nni love cheese, but my figure doesn't. i could quite happily sit in this shop and nibble on the huge selection of cheese, there is so many to try it would take forever to get through them all. the products in here completely blow supermarket produce out the water, this is real quality produce. i enjoyed some mull cheddar and some brie and it really was delicious. it wasn't badly priced too which was a real bonus. i took home some bread too which was carbohydrate goodness. the staff are knowledgeable and friendly too, and its always great to support family businesses in these tough economic times.",5,Positive,174,926,10,4.327586206896552,0.9913,0.221,0.029,0.75,0,0,0.0,0.021528525296017224,0.6742857142857143,0
"the food here is great. has good flavor and reminds me of my grandmas cooking. customer service was also good, the lady at the counter was friendly and patient while we looked at the menu and decided what we wanted. i ordered the gordita and taco combo and everything tasted great. my husband ordered the enchilada and taco combo. he said this was very good. i also ordered a champurrado and i must say that it was the best i had ever had. the taco was good, but i have had better. if i'm looking to only have tacos, i already have another place for that. since the food was so good here i know i will be returning to try other dishes. the only thing i did not like was the way the food was served on styrofoam containers cut in half. it just looked a little ghetto to me, and that's why they got 4 stars from me. also, for all the food we got and drinks, our total was 16! you can't beat that, every time i go out to dinner with my husband our total tends to be around 22.00",4,Positive,194,975,14,4.030927835051546,0.9537,0.128,0.027,0.845,1,0,0.005128205128205128,0.02320887991927346,0.6307692307692307,0
the food was good. my husband loved the wing sauce but they were undercooked. the service at the bar was great but when we moved to a table for 12 the service sucked! we had to get our own silverware and napkins then small plates. the waitress was not even friendly and if she stopped at one end of the table for an order we had to flag her down for service at the other end. should have circled the table.,2,Negative,81,406,6,4.0246913580246915,0.1406,0.11,0.104,0.786,1,0,0.012195121951219513,0.021844660194174758,0.6951219512195121,0
"this place is dated. i had been to the same spa many years ago when planet hollywood was the aladin and it was nice. i don't think they have ever done anything with the spa in 10 years.nnthe maintenance on the spa is terrible. i checked my belongings into a lock box and they gave me a key on a thin rubber band classy. i was in the waiting room was uninviting, with a small tv and the most uncomfortable hard wooden chairs. it was like sitting in a church pew. the chairs were from the aladin and you needed a massage after sitting in them for 5 minutes.nnthe massage was fine but nothing special, in fact she forgot to do one of my arms but i didn't say anything.nnthere were a whole 3 towels avaialbe to use for the shower. with the look and feel of the place, i wouldn't even think to use the jacuzzi. in the shower, it felt dirty and there were tiles missing in the showers cheap dirty feeling. again, no maintenance. the ammenities were poor and i couldn't wait to get out of there and back to my room where i could relax.nni told the manager at the front desk and she offered me free passes to the one they operate in the paris. not good enough, besides, i would rather have my money back or discounted. i can't believe they make you do a 20 tip.nnjust thinking about this makes me want to take another shower to feel clean. go elsewhere, they don't care about their spa and it is a shame that the hotel allows it to operate.",1,Negative,276,1432,14,4.192028985507246,-0.9632,0.067,0.125,0.807,0,0,0.0,0.02327173169062286,0.592057761732852,0
"i wish this thing had an option to vote 0 stars because this place was a piece of shit. the chef looks like a ghetto wrestler who should be fighting on ufc and his dishes are so unrefined, he probably never went to culinary school, or else he used to be a sous chef at olive garden. on the menu, he writes,...""this is how i cook, dont break my balls"" he has got to be the most ignorant uneducated fool who got a chance to cook. the service was mediocre, food is wayyy overpriced. never go here. the food? it was terrible. i like my pasta ""al dente"" but he didnt even cook his pasta. the sauce was ok, a little salty, but i couldnt get over the pasta. it was like biting into a straw. this chef needs to learn how to cook pasta. thats foundation stuff. he sucks!!!! food sucks, the restaurant vibe sucks, and i give it a big fat zero. he needs to go back to wherever the hell he came from, and maybe try cooking again after taking some high school level foods classes.nughnnupdatenthis is what the chef of this place has to say after reading a bad review of his place. instead of apologizing and inviting me back to redeem himself, he writes...n""from nuser photonsteven m.nsent 3 days agon you obviously have no idea what flavor is.. i'm sure you are accustomed to olive garden type food since you seem to be a pro .. however, cafe martorano uses only the best quality products... come in and show your face we will definitely give you a tour and show you products i'm sure you have never seen and with your non existing culinary background i'm sure you cant pronounce """,1,Negative,296,1569,18,4.304054054054054,0.533,0.109,0.099,0.792,4,1,0.013468013468013467,0.060983198506533914,0.622895622895623,0
"i stayed here for 4 nights for a business trip. the tripadvisor reviews were good and the rooms looked pretty nice online. i got a queen size bed room that was decently sized. the bathroom was fairly large with a shower over tub for 89 pounds a night. nnthe goodn- the location of the hotel was excellent, it was in the city centre at the west end of george st, rose st., and princes st. nice street in the new side of edinburghn- they have a bowl of fresh fruit in the lobby that you can just go in and get fruit every dayn- they also have a pretty nice bar downstairsnnthe badn- they seem somewhat short on staff, and it takes a while to get a hold of the reception. however, when you do get a hold of the reception, they are very helpful.n- they do not have any kleenextissue in the roomn- the bed was somewhat uncomfortablen- there was no clock in the roomnnoverall, i'd say the experience was okay at the hudson.",3,Neutral,175,917,6,4.2457142857142856,0.9702,0.148,0.012,0.84,0,0,0.0,0.018065887353878853,0.625,0
"i was looking for somewhere to host a business meeting for an alumnae group. i need to seat about 20 people and was working off of a very minimal budget. after doing some research on yelp and calling around to a few places, i decided to go with half moon. i've never been here before so i was a little weary about it in the back of my mind because their reviews were just average.nnhowever, i'm very happy with the way the event went and with their service. their platinum room was pretty spacious. it can probably fit as most around 35 people. there is one large screen in the room and several flat screens. the room was free to rent and they required no down payment huge bonus!. we had a powerpoint presentation that we wanted to display and had brought the wrong cable. luckily, someone the manager? helped us out and located the right cable for us, what a life saver! nni ordered about 50 worth of food during happy hour and it was the perfect amount to feed 20 guests, some who came straight from work and didn't have dinner yet. we had one waitress assisting us but that's all we needed. she was very quick and efficient. the food was pretty good for bar food, nothing spectacular, maybe a little on the pricey side too. i ordered off of their starter menu and got some wings.nnwhile the room is private, it was still pretty loud. i understand that there was football going on so they were pretty packed. i would keep this in mind as you're booking the room. if you're looking for something quieter, this may not be your place.nnthe parking situation is kind of a bummer. i arrived at 6 and the lot closest to them was full. i finally figured out where their other lot is and parked there. it's a little bit of a walk though. they're tucked away in between all these office buildings so the parking is pretty strict too.nni don't live near this area so i don't see myself really coming back but i had a great experience and appreciate their hospitality.",4,Positive,363,1960,23,4.402203856749312,0.9927,0.144,0.024,0.832,2,1,0.005494505494505495,0.020242914979757085,0.6098901098901099,1
"amazing burger... got to love the new trend in high end burger joints. would i spend 18 on a burger everyday? no, but when i did i sure enjoyed it. i had the gold standard and it was fantastic. the only thing i did not like was the steak fries. i tried my wifes shoestring and friends sweet potato fries and they were both great. the steak fries reminded me of something from jack in the box. service and atmosphere was great. the cosmopolitian hotelcasino is awesome.",4,Positive,87,468,9,4.390804597701149,0.9918,0.37,0.037,0.593,0,1,0.0,0.03549060542797495,0.7386363636363636,0
"congratulations, perkins! you've won my award for worst food in cu.nnthe winner is a 14"" chicken patty that spurts grease when bitten into! and said patty was definitely not a normal breast. more like old school mcnuggets.nnyuck.",1,Negative,37,229,4,5.216216216216216,0.9507,0.395,0.077,0.528,2,0,0.05263157894736842,0.05907172995780591,0.9210526315789473,0
"ok these beers are not going to wow a seasoned beer drinker such as myself. but they are what they are. the light is piss in a glass, just horrible, as is the heffe, which is damn nasty, this stuff smells and tastes like a fish tank smells, justt gross!!! but the stout is not bad, and the amber is actually pretty damn good. all beers at the main bar are 2.00 for a 20oz beer. they cost .50 more in the lounge and cafe for some reason, so get em at the main bar. the ipa is the latest addition to the line up, and it is not very good, it in no way shape or form resembles an ipa, and in fact doesn't even come close to an apa. it needs a hop punch that just isn't there.nthe star of this place is the food. the cafe has good old fashioned comfort food at great prices. a full prime rib dinner with a beer is under 13.00 and it is delicious!! a steak dinner with a beer is under 8.00 and not too shabby either. there is a bbq place that offers up standard bbq fare at a great price as well, as well as a sandwich stand, and a metro pizza, both of which offer up tasty creations at reasonable prices. nso go for the food, try the beers, you can't beat the price.",3,Neutral,237,1161,13,3.9029535864978904,0.9812,0.196,0.102,0.702,5,0,0.02100840336134454,0.041916167664670656,0.6176470588235294,0
four aussies singing motown hits. and they're very good. and they've got smokey robinson as their mentor.nna must see if you're looking for a good show in vegas. located in the imperial palace casino.,5,Positive,34,200,4,4.911764705882353,0.7496,0.171,0.0,0.829,0,0,0.0,0.05825242718446602,0.9142857142857143,0
"giving this one star only because the guys who actually worked on my landscape project were really good. i suspect that there is no real knowledge of landscape or plants behind the desks. they talked about ""working with"" me and ""making everything beautiful"". the brochures talk about commitment to ""your"" personal taste and their ""expertise"". not true. talk is cheap, watch out for empty promises.ni think somebody bought a landscape app and went to a marketing class. not the quality, care or artistry that this company used to have. extremely overpriced for the end product.",1,Negative,95,576,8,5.073684210526316,-0.3061,0.079,0.11,0.811,0,0,0.0,0.02866779089376054,0.7916666666666666,0
"one year later and while still a fan of eggspectation resto-cafe, the service delays force me to detract a star.nnit forced others to leave while we were there as for some reason they didn't like being ignored. here's a tip for future visitors to eggspectation, don't sit where the wait staff can't see you.nnif you sit within the line of sight of the wait staff, you'll still have a wait to receive a menu and the check but at least they'll eventually get to you.nnthe food is still quite good.",3,Neutral,90,495,2,4.511111111111111,0.5811,0.081,0.051,0.867,0,0,0.0,0.017928286852589643,0.7472527472527473,0
"yes, for harggard chiropractic it is as good as it gets, i have gone to several chrioprators all over the country, and dr. haggard off of camelback it the best one.ndr. haggard gives not only adjustments but there are stretch machines, posture neck exercises, and the good ole back roller massage machine. then by the time one gets their adjustment you are relaxed. also, dr. haggard has many special machines for injuries. most important is the positive and helpful attitude of dr. haggard and his staff. also, dr. haggard listens to you and takes action on your needs. thanks to you all, carolyn prescott nplus the office is inside fitness works so one can work out and see dr. haggard!",5,Positive,120,688,7,4.741666666666666,0.9883,0.251,0.0,0.749,1,0,0.008264462809917356,0.07604017216642754,0.71900826446281,0
"i bookmarked this place and have really been wanting to try it. last time i was here it was only called pearl and was completely different. nni loved it! i ordered the rice krispy roll. if i remember correctly, it comes with cream cheese, avocado, eel sauce, and salmon i believe. for drinks, i ordered the hibiscus cosmo. it comes with vodka, sake, and a hibiscus syrup that makes it very flavorful. nnthe best thing about this place was the ambiance. you walk in and you get the elegant, classy feel to it. the way they have it set up, there's a piano right in the middle, and tables all around the room. the guy who played the piano was amazing. it's such a great date spot and they also have happy hour! our waiter was great, sociable, friendly and very knowledgeable. i'll definitely be back!",4,Positive,146,797,14,4.465753424657534,0.9921,0.254,0.0,0.746,3,0,0.02040816326530612,0.0323785803237858,0.6802721088435374,0
"went to jacs for the first time last night and we were more than impressed with the food, service and atmosphere. the owner happened to be there sitting a few barstools down, and made sure we were treated like royalty. nnwe tried the frites - homemade and excellent with all the dipping sauces. our favorites were the aioli and the spicy buffalo one. the bacon-wrapped dates melted in our mouths. he even went out of the way to make sure one of ours was nut-free due to an allergy. the cheese plate was also a fun and delicious snack, which included sweet pickles, mustard, sliced baguette, apple, 3 different cheeses and a small pour of serendipity.nncan't wait to go back! i can't stop thinking about those savory dates. well done!",5,Positive,130,733,9,4.6461538461538465,0.9827,0.218,0.0,0.782,2,0,0.015267175572519083,0.016260162601626018,0.7557251908396947,0
"we had lunch here. although expensive, it wasn't good. service was ok, not expected. the service poured water and the pitcher spilled water over the salmon plate yikes... not recommended",2,Negative,30,186,4,5.233333333333333,-0.2018,0.066,0.12,0.813,0,0,0.0,0.0213903743315508,0.8064516129032258,0
"""ayudame! ayudame por favor!"" i bet that's what's going on in the mind of the gringos that come here. nni love coming here, the selection is fantastic, the produce quality is on par with whole foods, and the service is....well the service is how you make of it. cardenas is not a place for the timid. like at a club. girls are more likely to ignore you than ask you to dance. so with a bit of liquid courage, walk up to them, tell them what you want, grab a seat and wait for your bottle service to happen and they will come. your experience can be quite dazzling.nnbut if you're timid like arvin t.'s first time there, you can be quite a spectacle. running around like a chicken with his head cut off. are the ladies going to come to me? how should i do this? ""ayudame!!!""",5,Positive,148,773,13,4.22972972972973,0.9255,0.134,0.056,0.81,5,2,0.03355704697986577,0.05859872611464968,0.6912751677852349,0
"i love this place, but every time i go the service seems to get worse. i know the chuckbox isn't known for its friendliness but lately their servers seem to just be annoyed at their jobs. twice i have clearly ordered bbq chicken and i was given a buffalo sauce. it's fun to go once or twice but it's pretty expensive. sometimes the condiments look ok, sometimes they look pretty gross.",3,Neutral,71,385,5,4.436619718309859,0.936,0.28,0.126,0.593,0,0,0.0,0.031007751937984496,0.75,0
"ate at this restaurant saturday november 14 and had my leftovers on sunday november 15. tuesday morning i woke up violently ill and could not hold in food or fluids all day tuesday. nnwent to the urgent care tuesday evening and they promptly sent me to the er to be treated for severe dehydration caused by ""probably a food borne bacteria."" i just finished my three day antibiotic course and am feeling much better, but now that i have had time to look at the facts and speak with the maricopa county department of health, i can confidently say that my horrific three days of food poisoning were undoubtedly caused by yc's mongolian grill.nnthe fact that i was told someone else got a case of e.coli with bloody stools just about a week before my poisoning really shored it up for me. yc's is apparently serving tainted or contaminated food. i would not recommend eating at this establishment. i must also make it clear that my noodles which i took home were transported from the restaurant to my refrigerator 20 minutes and kept in the refrigerator until they were microwaved and consumed.",1,Negative,192,1090,6,4.682291666666667,-0.9575,0.068,0.138,0.794,0,0,0.0,0.025477707006369428,0.6787564766839378,0
"we decided to try something ""off-the-beaten-path"" and ended up at elements for lunch. this particular location has been through several name changes and management changes in the last few years. i was rather impressed by their lunch menu, while in the upper reaches of the lunch pricing they do have a lot of affordable options for those that don't want the traditional full blown entrees.nntheir margherita pizza was pretty darn fabulous. service was quick and courteous. i want to go back again with less of a time restriction in order to give their entrees a whirl as well as their appetizers and desserts.",4,Positive,103,609,5,4.922330097087379,0.9189,0.149,0.039,0.812,0,0,0.0,0.011326860841423949,0.7596153846153846,0
